fonte,topico,texto,llm,familia,categoria,marcas_mencionadas,n_fontes_citadas,relevancia
prompts_topico_eletrolux,eletrolux,purificador electrolux,google_ai_overview,nao classificado,purificador,1,5,91
prompts_topico_eletrolux,eletrolux,electrolux techno inverter,google_ai_overview,especificacao produto,sem categoria,1,7,91
prompts_topico_eletrolux,eletrolux,aspirador de po vertical electrolux,google_ai_overview,nao classificado,aspirador,1,9,91
prompts_topico_eletrolux,eletrolux,O que significa Triple Protection no ar condicionado Electrolux e vale a pena?,gemini,aquisicao e comparacao,ar condicionado,1,1,91
prompts_topico_eletrolux,eletrolux,O que significa Triple Protection no ar condicionado Electrolux e vale a pena?,google_ai_mode,aquisicao e comparacao,ar condicionado,1,9,91
prompts_topico_eletrolux,eletrolux,lavadora frontal electrolux 11kg,google_ai_overview,especificacao produto,lavanderia,1,8,91
prompts_topico_eletrolux,eletrolux,ar condicionado electrolux 9000 btu,google_ai_overview,especificacao produto,ar condicionado,1,7,91
prompts_topico_eletrolux,eletrolux,Eletrohome Brasil,chatgpt,nao classificado,sem categoria,1,12,91
prompts_topico_eletrolux,eletrolux,microondas mec41 electrolux,google_ai_overview,nao classificado,coccao,1,6,91
prompts_topico_eletrolux,eletrolux,electrolux liquidificador,google_ai_overview,marca e navegacao,sem categoria,1,6,91
prompts_topico_eletrolux,eletrolux,Lava-louças Electrolux 14 serviços,google_ai_mode,nao classificado,lava loucas,1,11,91
prompts_topico_eletrolux,eletrolux,Lava-louças Electrolux 14 serviços,gemini,nao classificado,lava loucas,1,4,91
prompts_topico_eletrolux,eletrolux,Lava-louças Electrolux 14 serviços,chatgpt,nao classificado,lava loucas,1,12,91
prompts_topico_eletrolux,eletrolux,maquina lavar roupa electrolux 13kg,google_ai_overview,especificacao produto,sem categoria,1,7,91
prompts_topico_eletrolux,eletrolux,preço do aspirador de pó electrolux,google_ai_overview,aquisicao e comparacao,aspirador,1,6,91
prompts_topico_eletrolux,eletrolux,Como comparar consumo de energia e garantia das geladeiras Electrolux em lojas online?,chatgpt,garantia,geladeira,1,12,91
prompts_topico_eletrolux,eletrolux,Como comparar consumo de energia e garantia das geladeiras Electrolux em lojas online?,google_ai_mode,garantia,geladeira,1,6,91
prompts_topico_eletrolux,eletrolux,máquina de lavar roupa 11 kg electrolux,google_ai_overview,especificacao produto,lavanderia,1,9,91
prompts_topico_eletrolux,eletrolux,ar condicionado electrolux é bom,google_ai_overview,nao classificado,ar condicionado,1,10,91
prompts_topico_eletrolux,eletrolux,purificador de agua gelada e natural electrolux,google_ai_overview,nao classificado,purificador,1,9,91
prompts_topico_eletrolux,eletrolux,geledeira eletrolux,google_ai_overview,nao classificado,sem categoria,1,7,91
prompts_topico_eletrolux,eletrolux,Quais sinais indicam que a placa/pastilha Peltier ou o purificador de água Electrolux precisa de manutenção ou substituição?,chatgpt,nao classificado,purificador,1,15,91
prompts_topico_eletrolux,eletrolux,Quais sinais indicam que a placa/pastilha Peltier ou o purificador de água Electrolux precisa de manutenção ou substituição?,google_ai_mode,nao classificado,purificador,1,4,91
prompts_topico_eletrolux,eletrolux,Quais sinais indicam que a placa/pastilha Peltier ou o purificador de água Electrolux precisa de manutenção ou substituição?,gemini,nao classificado,purificador,1,0,91
prompts_topico_eletrolux,eletrolux,numero electrolux,google_ai_overview,nao classificado,sem categoria,1,3,91
prompts_topico_eletrolux,eletrolux,panela eletrica electrolux,google_ai_overview,nao classificado,sem categoria,1,7,91
prompts_topico_eletrolux,eletrolux,Quais são as tendências atuais em iluminação LED para residências e lojas no Brasil?,google_ai_mode,nao classificado,sem categoria,1,24,91
prompts_topico_eletrolux,eletrolux,máquina de lavar electrolux 15 kgs,google_ai_overview,nao classificado,lavanderia,1,10,91
prompts_topico_eletrolux,eletrolux,lava roupas electrolux,google_ai_overview,nao classificado,lavanderia,1,5,91
prompts_topico_eletrolux,eletrolux,lavadora electrolux essencial care,google_ai_overview,especificacao produto,lavanderia,1,8,91
prompts_topico_eletrolux,eletrolux,filtro slim electrolux,google_ai_overview,peca e consumivel,sem categoria,1,11,91
prompts_topico_eletrolux,eletrolux,manual ar condicionado electrolux color adapt pdf,google_ai_overview,manual e uso,ar condicionado,1,6,91
prompts_topico_eletrolux,eletrolux,purificadores de água electrolux,google_ai_overview,nao classificado,purificador,1,8,91
prompts_topico_eletrolux,eletrolux,telefone electrolux sac,google_ai_overview,nao classificado,sem categoria,1,3,91
prompts_topico_eletrolux,eletrolux,aspirador de pó electrolux com fio,google_ai_overview,nao classificado,aspirador,1,14,91
prompts_topico_eletrolux,eletrolux,Qual é a melhor lavadora Electrolux para famílias grandes ou com muitas roupas para lavar?,gemini,aquisicao e comparacao,lavanderia,1,0,91
prompts_topico_eletrolux,eletrolux,Qual é a melhor lavadora Electrolux para famílias grandes ou com muitas roupas para lavar?,chatgpt,aquisicao e comparacao,lavanderia,1,13,91
prompts_topico_eletrolux,eletrolux,Qual é a melhor lavadora Electrolux para famílias grandes ou com muitas roupas para lavar?,google_ai_mode,aquisicao e comparacao,lavanderia,1,0,91
prompts_topico_eletrolux,eletrolux,placa peltier electrolux,google_ai_overview,nao classificado,sem categoria,1,14,91
prompts_topico_eletrolux,eletrolux,aspirador de pó vertical electrolux,google_ai_overview,nao classificado,aspirador,1,1,91
prompts_topico_eletrolux,eletrolux,Espremedores Electrolux,gemini,nao classificado,sem categoria,1,0,91
prompts_topico_eletrolux,eletrolux,máquina de lavar electrolux jet clean,google_ai_overview,nao classificado,lavanderia,1,8,91
prompts_topico_eletrolux,eletrolux,Aspiradores Electrolux,chatgpt,nao classificado,aspirador,1,12,91
prompts_topico_eletrolux,eletrolux,Aspiradores Electrolux,gemini,nao classificado,aspirador,1,0,91
prompts_topico_eletrolux,eletrolux,minha geladeira electrolux,google_ai_overview,nao classificado,geladeira,1,7,91
prompts_topico_eletrolux,eletrolux,maquina de lavar roupas electrolux,google_ai_overview,nao classificado,lavanderia,1,11,91
prompts_topico_eletrolux,eletrolux,forno eletrico electrolux 80 litros,google_ai_overview,especificacao produto,coccao,1,7,91
prompts_topico_eletrolux,eletrolux,split 9000 electrolux,google_ai_overview,nao classificado,ar condicionado,1,7,91
prompts_topico_eletrolux,eletrolux,electrolux refil,google_ai_overview,peca e consumivel,sem categoria,1,5,91
prompts_topico_eletrolux,eletrolux,ar condicionado electrolux quente frio,google_ai_overview,nao classificado,ar condicionado,1,11,91
prompts_topico_eletrolux,eletrolux,panela eletrica de pressao electrolux,google_ai_overview,nao classificado,sem categoria,1,7,91
prompts_topico_eletrolux,eletrolux,suporte para geladeira electrolux,google_ai_overview,nao classificado,geladeira,1,5,91
prompts_topico_eletrolux,eletrolux,Quais são as diferenças entre os modelos 9000 e 12000 BTUs da Electrolux?,chatgpt,especificacao produto,ar condicionado,1,12,91
prompts_topico_eletrolux,eletrolux,Quais são as diferenças entre os modelos 9000 e 12000 BTUs da Electrolux?,gemini,especificacao produto,ar condicionado,1,0,91
prompts_topico_eletrolux,eletrolux,Quais são as diferenças entre os modelos 9000 e 12000 BTUs da Electrolux?,google_ai_mode,especificacao produto,ar condicionado,1,9,91
prompts_topico_eletrolux,eletrolux,ar condicionado 12000 electrolux,google_ai_overview,nao classificado,ar condicionado,1,13,91
prompts_topico_eletrolux,eletrolux,"Como difere um purificador de água Electrolux PE15P de outros modelos, e vale a pena comprar o PE15P?",google_ai_mode,aquisicao e comparacao,purificador,1,4,91
prompts_topico_eletrolux,eletrolux,"Como difere um purificador de água Electrolux PE15P de outros modelos, e vale a pena comprar o PE15P?",chatgpt,aquisicao e comparacao,purificador,1,12,91
prompts_topico_eletrolux,eletrolux,Como comparar capacidade (kg) e consumo entre as opções de lavadora e secadora Electrolux?,google_ai_mode,consumo e eficiencia,lavanderia,1,10,91
prompts_topico_eletrolux,eletrolux,Como comparar capacidade (kg) e consumo entre as opções de lavadora e secadora Electrolux?,gemini,consumo e eficiencia,lavanderia,1,0,91
prompts_topico_eletrolux,eletrolux,Como comparar capacidade (kg) e consumo entre as opções de lavadora e secadora Electrolux?,chatgpt,consumo e eficiencia,lavanderia,1,15,91
prompts_topico_eletrolux,eletrolux,Onde encontrar assistência técnica Electrolux perto de mim e como agendar manutenção?,gemini,assistencia e reparo,sem categoria,1,0,91
prompts_topico_eletrolux,eletrolux,lavadora de roupas electrolux 15 kg,google_ai_overview,especificacao produto,lavanderia,1,6,91
prompts_topico_eletrolux,eletrolux,manual forno elétrico electrolux digital,google_ai_overview,manual e uso,coccao,1,8,91
prompts_topico_eletrolux,eletrolux,máquinas de lavar roupa electrolux,google_ai_overview,nao classificado,sem categoria,1,5,91
prompts_topico_eletrolux,eletrolux,autorizada electrolux vitoria,google_ai_overview,assistencia e reparo,sem categoria,1,3,91
prompts_topico_eletrolux,eletrolux,maquina de lavar roupa eletrolux 11kg,google_ai_overview,especificacao produto,lavanderia,1,10,91
prompts_topico_eletrolux,eletrolux,Loox Iluminação,google_ai_mode,nao classificado,sem categoria,1,5,91
prompts_topico_eletrolux,eletrolux,Loox Iluminação,gemini,nao classificado,sem categoria,1,0,91
prompts_topico_eletrolux,eletrolux,Loox Iluminação,chatgpt,nao classificado,sem categoria,1,12,91
prompts_topico_eletrolux,eletrolux,Quais modelos de coifa Electrolux são mais indicados para cozinhas pequenas?,chatgpt,nao classificado,coccao,1,12,91
prompts_topico_eletrolux,eletrolux,Quais modelos de coifa Electrolux são mais indicados para cozinhas pequenas?,google_ai_mode,nao classificado,coccao,1,0,91
prompts_topico_eletrolux,eletrolux,Quais modelos de coifa Electrolux são mais indicados para cozinhas pequenas?,gemini,nao classificado,coccao,1,0,91
prompts_topico_eletrolux,eletrolux,secadora electrolux 11kg essential care,google_ai_overview,especificacao produto,lavanderia,1,8,91
prompts_topico_eletrolux,eletrolux,electrolux ergorapido,google_ai_overview,marca e navegacao,sem categoria,1,7,91
prompts_topico_eletrolux,eletrolux,purificador de agua electrolux pe12,google_ai_overview,nao classificado,purificador,1,7,91
prompts_topico_eletrolux,eletrolux,color adapt electrolux,google_ai_overview,nao classificado,sem categoria,1,12,91
prompts_topico_eletrolux,eletrolux,filtro de agua electrolux pe12g,google_ai_overview,peca e consumivel,purificador,1,9,91
prompts_topico_eletrolux,eletrolux,Quais fatores devo considerar ao comprar um forno elétrico Electrolux de embutir de 59 litros nas lojas online brasileiras?,gemini,aquisicao e comparacao,coccao,1,0,91
prompts_topico_eletrolux,eletrolux,Quais fatores devo considerar ao comprar um forno elétrico Electrolux de embutir de 59 litros nas lojas online brasileiras?,google_ai_mode,aquisicao e comparacao,coccao,1,11,91
prompts_topico_eletrolux,eletrolux,Quais fatores devo considerar ao comprar um forno elétrico Electrolux de embutir de 59 litros nas lojas online brasileiras?,chatgpt,aquisicao e comparacao,coccao,1,13,91
prompts_topico_eletrolux,eletrolux,lavadora electrolux led 14kg essential care,google_ai_overview,especificacao produto,lavanderia,1,8,91
prompts_topico_eletrolux,eletrolux,manual do ar condicionado electrolux,google_ai_overview,manual e uso,ar condicionado,1,11,91
prompts_topico_eletrolux,eletrolux,máquina de lavar eletrolux,google_ai_overview,nao classificado,lavanderia,1,10,91
prompts_topico_eletrolux,eletrolux,ar condicionado split inverter 12000 btus electrolux,google_ai_overview,especificacao produto,ar condicionado,1,5,91
prompts_topico_eletrolux,eletrolux,lava seca electrolux 12kg,google_ai_overview,especificacao produto,lavanderia,1,7,91
prompts_topico_eletrolux,eletrolux,maquina lavar eletrolux,google_ai_overview,nao classificado,sem categoria,1,7,91
prompts_topico_eletrolux,eletrolux,aspirador electrolux pet,google_ai_overview,nao classificado,aspirador,1,12,91
prompts_topico_eletrolux,eletrolux,máquina de lavar electrolux 11kg,google_ai_overview,especificacao produto,lavanderia,1,7,91
prompts_topico_eletrolux,eletrolux,aspirador electrolux vertical sem fio,google_ai_overview,nao classificado,aspirador,1,10,91
prompts_topico_eletrolux,eletrolux,electrolux telefone sac,google_ai_overview,marca e navegacao,sem categoria,1,3,91
prompts_topico_eletrolux,eletrolux,ar condicionado eletrolux,google_ai_overview,nao classificado,ar condicionado,1,5,91
prompts_topico_eletrolux,eletrolux,aspirador de pó electrolux qual o melhor,google_ai_overview,aquisicao e comparacao,aspirador,1,9,91
prompts_topico_eletrolux,eletrolux,liquidificador copo de vidro electrolux,google_ai_overview,nao classificado,sem categoria,1,9,91
prompts_topico_eletrolux,eletrolux,telefone do sac electrolux,google_ai_overview,nao classificado,sem categoria,1,2,91
prompts_topico_eletrolux,eletrolux,Qual é a melhor opção de ar condicionado Electrolux para uma sala de 20m²?,gemini,aquisicao e comparacao,ar condicionado,1,0,91
prompts_topico_eletrolux,eletrolux,Qual é a melhor opção de ar condicionado Electrolux para uma sala de 20m²?,chatgpt,aquisicao e comparacao,ar condicionado,1,12,91
prompts_topico_eletrolux,eletrolux,Qual é a melhor opção de ar condicionado Electrolux para uma sala de 20m²?,google_ai_mode,aquisicao e comparacao,ar condicionado,1,11,91
prompts_topico_eletrolux,eletrolux,telefone sac electrolux,google_ai_overview,nao classificado,sem categoria,1,4,91
prompts_topico_eletrolux,eletrolux,aspirador erg26 electrolux,google_ai_overview,nao classificado,aspirador,1,10,91
prompts_topico_eletrolux,eletrolux,máquina de lavar roupa 17kg electrolux,google_ai_overview,especificacao produto,lavanderia,1,9,91
prompts_topico_eletrolux,eletrolux,chaleira elétrica da electrolux,google_ai_overview,nao classificado,sem categoria,1,10,91
prompts_topico_eletrolux,eletrolux,maquina de lavar eletrolux 11kg,google_ai_overview,especificacao produto,lavanderia,1,9,91
prompts_topico_eletrolux,eletrolux,depurador de água electrolux,google_ai_overview,nao classificado,sem categoria,1,6,91
prompts_topico_eletrolux,eletrolux,eek10,google_ai_overview,nao classificado,sem categoria,1,13,91
prompts_topico_eletrolux,eletrolux,eletrokasa telefone,google_ai_overview,nao classificado,sem categoria,1,2,91
prompts_topico_eletrolux,eletrolux,Torradeiras Electrolux,gemini,nao classificado,sem categoria,1,0,91
prompts_topico_eletrolux,eletrolux,Torradeiras Electrolux,google_ai_mode,nao classificado,sem categoria,1,13,91
prompts_topico_eletrolux,eletrolux,Torradeiras Electrolux,chatgpt,nao classificado,sem categoria,1,11,91
prompts_topico_eletrolux,eletrolux,torradeiras electrolux,google_ai_overview,nao classificado,sem categoria,1,8,91
prompts_topico_eletrolux,eletrolux,electrolux ar condicionado 12000,google_ai_overview,marca e navegacao,ar condicionado,1,8,91
prompts_topico_eletrolux,eletrolux,central de ar electrolux 12000 btus,google_ai_overview,especificacao produto,ar condicionado,1,7,91
prompts_topico_eletrolux,eletrolux,ar condicionado inverter electrolux,google_ai_overview,especificacao produto,ar condicionado,1,11,91
prompts_topico_eletrolux,eletrolux,Quais são as diferenças entre os modelos Electrolux ergorapido e ergorapido sem fio?,gemini,nao classificado,sem categoria,1,0,91
prompts_topico_eletrolux,eletrolux,Quais são as diferenças entre os modelos Electrolux ergorapido e ergorapido sem fio?,google_ai_mode,nao classificado,sem categoria,1,0,91
prompts_topico_eletrolux,eletrolux,Quais são as diferenças entre os modelos Electrolux ergorapido e ergorapido sem fio?,chatgpt,nao classificado,sem categoria,1,14,91
prompts_topico_eletrolux,eletrolux,liquidificador portatil electrolux,google_ai_overview,nao classificado,sem categoria,1,6,91
prompts_topico_eletrolux,eletrolux,electrolux 14 kg essential care,google_ai_overview,especificacao produto,sem categoria,1,8,91
prompts_topico_eletrolux,eletrolux,forno elétrico bancada electrolux,google_ai_overview,nao classificado,coccao,1,4,91
prompts_topico_eletrolux,eletrolux,filtro electrolux pe12g,google_ai_overview,peca e consumivel,sem categoria,1,11,91
prompts_topico_eletrolux,eletrolux,lampada para geladeira eletrolux,google_ai_overview,peca e consumivel,geladeira,1,8,91
prompts_topico_eletrolux,eletrolux,centrifuga de roupas electrolux,google_ai_overview,nao classificado,sem categoria,1,3,91
prompts_topico_eletrolux,eletrolux,Lavadoras e Secadoras Electrolux,gemini,nao classificado,lavanderia,1,0,91
prompts_topico_eletrolux,eletrolux,Lavadoras e Secadoras Electrolux,chatgpt,nao classificado,lavanderia,1,12,91
prompts_topico_eletrolux,eletrolux,Lavadoras e Secadoras Electrolux,google_ai_mode,nao classificado,lavanderia,1,6,91
prompts_topico_eletrolux,eletrolux,ar condicionado electrolux color adapt,google_ai_overview,nao classificado,ar condicionado,1,7,91
prompts_topico_eletrolux,eletrolux,liquidificador electrolux expert blp70,google_ai_overview,nao classificado,sem categoria,1,11,91
prompts_topico_eletrolux,eletrolux,Coifas Electrolux,gemini,nao classificado,coccao,1,0,91
prompts_topico_eletrolux,eletrolux,Coifas Electrolux,google_ai_mode,nao classificado,coccao,1,0,91
prompts_topico_eletrolux,eletrolux,Coifas Electrolux,chatgpt,nao classificado,coccao,1,12,91
prompts_topico_eletrolux,eletrolux,loja electrolux comércio virtual de eletrodomésticos ltda,google_ai_overview,nao classificado,sem categoria,1,7,91
prompts_topico_eletrolux,eletrolux,arcondicionado eletrolux,google_ai_overview,nao classificado,ar condicionado,1,8,91
prompts_topico_eletrolux,eletrolux,maquina 11kg electrolux,google_ai_overview,especificacao produto,sem categoria,1,12,91
prompts_topico_eletrolux,eletrolux,maquina de lavar roupa e secar electrolux,google_ai_overview,nao classificado,lavanderia,1,9,91
prompts_topico_eletrolux,eletrolux,lavadora electrolux essential care,google_ai_overview,especificacao produto,lavanderia,1,11,91
prompts_topico_eletrolux,eletrolux,linha electrolux home pro,google_ai_overview,nao classificado,sem categoria,1,9,91
prompts_topico_eletrolux,eletrolux,rita lobo panela de pressao,google_ai_overview,nao classificado,sem categoria,1,9,91
prompts_topico_eletrolux,eletrolux,purificador de água electrolux pe12g,google_ai_overview,nao classificado,purificador,1,8,91
prompts_topico_eletrolux,eletrolux,filtro refil electrolux,google_ai_overview,peca e consumivel,sem categoria,1,9,91
prompts_topico_eletrolux,eletrolux,lavadora frontal electrolux,google_ai_overview,nao classificado,lavanderia,1,9,91
prompts_topico_eletrolux,eletrolux,aspirador de pó vertical eletrolux,google_ai_overview,nao classificado,aspirador,1,7,91
prompts_topico_eletrolux,eletrolux,sac eletrolux,google_ai_overview,nao classificado,sem categoria,1,8,91
prompts_topico_eletrolux,eletrolux,gela água electrolux,google_ai_overview,nao classificado,sem categoria,1,5,91
prompts_topico_eletrolux,eletrolux,sac da electrolux telefone,google_ai_overview,nao classificado,sem categoria,1,6,91
prompts_topico_eletrolux,eletrolux,lavadora electrolux 17 kg,google_ai_overview,especificacao produto,lavanderia,1,8,91
prompts_topico_eletrolux,eletrolux,panela de pressão pcc20,google_ai_overview,nao classificado,sem categoria,1,7,91
prompts_topico_eletrolux,eletrolux,máquina de lavar roupa 15kg electrolux,google_ai_overview,especificacao produto,lavanderia,1,6,91
prompts_topico_eletrolux,eletrolux,purificador de água electrolux,google_ai_overview,nao classificado,purificador,1,12,91
prompts_topico_eletrolux,eletrolux,valor do aspirador de po electrolux,google_ai_overview,nao classificado,aspirador,1,7,91
prompts_topico_eletrolux,eletrolux,ar condicionado electrolux 9000 inverter quente e frio,google_ai_overview,especificacao produto,ar condicionado,1,5,91
prompts_topico_eletrolux,eletrolux,electrolux sport blender,google_ai_overview,marca e navegacao,sem categoria,1,7,91
prompts_topico_eletrolux,eletrolux,ar condicionado electrolux 9000 btus quente e frio,google_ai_overview,especificacao produto,ar condicionado,1,7,91
prompts_topico_eletrolux,eletrolux,sac electrolux,google_ai_overview,nao classificado,sem categoria,1,8,91
prompts_topico_eletrolux,eletrolux,electrolux microondas mec41,google_ai_overview,marca e navegacao,coccao,1,8,91
prompts_topico_eletrolux,eletrolux,geladeira slim electrolux,google_ai_overview,nao classificado,geladeira,1,8,91
prompts_topico_eletrolux,eletrolux,electrolux 13kg essencial care,google_ai_overview,especificacao produto,sem categoria,1,8,91
prompts_topico_eletrolux,eletrolux,autorizada electrolux em guarulhos,google_ai_overview,assistencia e reparo,sem categoria,1,2,91
prompts_topico_eletrolux,eletrolux,Electrolux Pro Series e Linha Home Pro,google_ai_mode,especificacao produto,sem categoria,1,13,91
prompts_topico_eletrolux,eletrolux,Electrolux Pro Series e Linha Home Pro,gemini,especificacao produto,sem categoria,1,3,91
prompts_topico_eletrolux,eletrolux,Electrolux Pro Series e Linha Home Pro,chatgpt,especificacao produto,sem categoria,1,12,91
prompts_topico_eletrolux,eletrolux,electrolux color adapt,google_ai_overview,marca e navegacao,sem categoria,1,6,91
prompts_topico_eletrolux,eletrolux,Qual é a diferença entre um purificador de água Electrolux e um filtro comum para casa?,chatgpt,peca e consumivel,purificador,1,12,91
prompts_topico_eletrolux,eletrolux,Qual é a diferença entre um purificador de água Electrolux e um filtro comum para casa?,gemini,peca e consumivel,purificador,1,0,91
prompts_topico_eletrolux,eletrolux,Qual é a diferença entre um purificador de água Electrolux e um filtro comum para casa?,google_ai_mode,peca e consumivel,purificador,1,0,91
prompts_topico_eletrolux,eletrolux,0800 electrolux,google_ai_overview,nao classificado,sem categoria,1,4,91
prompts_topico_eletrolux,eletrolux,aspirador de pó electrolux powerspeed plus,google_ai_overview,nao classificado,aspirador,1,7,91
prompts_topico_eletrolux,eletrolux,lavadora electrolux 14kg essential care,google_ai_overview,especificacao produto,lavanderia,1,6,91
prompts_topico_eletrolux,eletrolux,maquina electrolux 11kg,google_ai_overview,especificacao produto,sem categoria,1,10,91
prompts_topico_eletrolux,eletrolux,eletrolux forno,google_ai_overview,marca e navegacao,coccao,1,11,91
prompts_topico_eletrolux,eletrolux,electrolux 15 kg,google_ai_overview,especificacao produto,sem categoria,1,5,91
prompts_topico_eletrolux,eletrolux,refrigerador inox electrolux frost free,google_ai_overview,especificacao produto,geladeira,1,9,91
prompts_topico_eletrolux,eletrolux,electrolux maquinas de lavar,google_ai_overview,marca e navegacao,sem categoria,1,7,91
prompts_topico_eletrolux,eletrolux,manual ar condicionado electrolux inverter 12.000 btus,google_ai_overview,manual e uso,ar condicionado,1,8,91
prompts_topico_eletrolux,eletrolux,lavadora electrolux 11kg,google_ai_overview,especificacao produto,lavanderia,1,7,91
prompts_topico_eletrolux,eletrolux,Como diferenciar geladeira Electrolux frost free de modelos não frost free e qual escolher?,chatgpt,aquisicao e comparacao,geladeira,1,12,91
prompts_topico_eletrolux,eletrolux,Como diferenciar geladeira Electrolux frost free de modelos não frost free e qual escolher?,google_ai_mode,aquisicao e comparacao,geladeira,1,0,91
prompts_topico_eletrolux,eletrolux,Como diferenciar geladeira Electrolux frost free de modelos não frost free e qual escolher?,gemini,aquisicao e comparacao,geladeira,1,0,91
prompts_topico_eletrolux,eletrolux,electrolux aspirador de pó,google_ai_overview,marca e navegacao,aspirador,1,7,91
prompts_topico_eletrolux,eletrolux,Lava-louças e Electrolux,gemini,nao classificado,lava loucas,1,0,91
prompts_topico_eletrolux,eletrolux,Lava-louças e Electrolux,chatgpt,nao classificado,lava loucas,1,12,91
prompts_topico_eletrolux,eletrolux,Lava-louças e Electrolux,google_ai_mode,nao classificado,lava loucas,1,0,91
prompts_topico_eletrolux,eletrolux,essential care electrolux,google_ai_overview,especificacao produto,sem categoria,1,9,91
prompts_topico_eletrolux,eletrolux,Quais são os modelos de transformadores Fiolux disponíveis no mercado brasileiro?,gemini,nao classificado,sem categoria,1,0,91
prompts_topico_eletrolux,eletrolux,Quais são os modelos de transformadores Fiolux disponíveis no mercado brasileiro?,google_ai_mode,nao classificado,sem categoria,1,8,91
prompts_topico_eletrolux,eletrolux,Quais são os modelos de transformadores Fiolux disponíveis no mercado brasileiro?,chatgpt,nao classificado,sem categoria,1,4,91
prompts_topico_eletrolux,eletrolux,a geladeira electrolux,google_ai_overview,nao classificado,geladeira,1,5,91
prompts_topico_eletrolux,eletrolux,"Como configurar, instalar e manter a lava-louças Electrolux 14 serviços Home Pro em casa?",google_ai_mode,instalacao,lava loucas,1,16,91
prompts_topico_eletrolux,eletrolux,"Como configurar, instalar e manter a lava-louças Electrolux 14 serviços Home Pro em casa?",gemini,instalacao,lava loucas,1,0,91
prompts_topico_eletrolux,eletrolux,"Como configurar, instalar e manter a lava-louças Electrolux 14 serviços Home Pro em casa?",chatgpt,instalacao,lava loucas,1,12,91
prompts_topico_eletrolux,eletrolux,geladeira electrolux 110v,google_ai_overview,nao classificado,geladeira,1,4,91
prompts_topico_eletrolux,eletrolux,maquina de lavar roupa eletrolux,google_ai_overview,nao classificado,lavanderia,1,4,91
prompts_topico_eletrolux,eletrolux,ar condicionado inverter 9000 electrolux,google_ai_overview,especificacao produto,ar condicionado,1,8,91
prompts_topico_eletrolux,eletrolux,ar condicionado electrolux 12000 btus quente e frio,google_ai_overview,especificacao produto,ar condicionado,1,9,91
prompts_topico_eletrolux,eletrolux,maquina electrolux lava e seca,google_ai_overview,especificacao produto,lavanderia,1,10,91
prompts_topico_eletrolux,eletrolux,máquina electrolux essencial care,google_ai_overview,especificacao produto,sem categoria,1,8,91
prompts_topico_eletrolux,eletrolux,secadora de roupas electrolux premium care,google_ai_overview,nao classificado,lavanderia,1,8,91
prompts_topico_eletrolux,eletrolux,máquina de lavar electrolux 8 5,google_ai_overview,nao classificado,lavanderia,1,9,91
prompts_topico_eletrolux,eletrolux,Como otimizar o site de uma loja de materiais elétricos para aparecer bem em buscas locais no Brasil?,google_ai_mode,nao classificado,sem categoria,1,3,91
prompts_topico_eletrolux,eletrolux,Pode me explicar a diferença entre as pastilhas Peltier PE11B e PE11X da Electrolux e onde cada uma é usada?,gemini,aquisicao e comparacao,sem categoria,1,0,91
prompts_topico_eletrolux,eletrolux,Pode me explicar a diferença entre as pastilhas Peltier PE11B e PE11X da Electrolux e onde cada uma é usada?,chatgpt,aquisicao e comparacao,sem categoria,1,16,91
prompts_topico_eletrolux,eletrolux,Pode me explicar a diferença entre as pastilhas Peltier PE11B e PE11X da Electrolux e onde cada uma é usada?,google_ai_mode,aquisicao e comparacao,sem categoria,1,3,91
prompts_topico_eletrolux,eletrolux,ar condicionado electrolux 12000 inverter quente e frio,google_ai_overview,especificacao produto,ar condicionado,1,5,91
prompts_topico_eletrolux,eletrolux,luz geladeira electrolux,google_ai_overview,nao classificado,geladeira,1,13,91
prompts_topico_eletrolux,eletrolux,telefone da electrolux 0800,google_ai_overview,nao classificado,sem categoria,1,1,91
prompts_topico_eletrolux,eletrolux,electrolux powerspeed plus,google_ai_overview,marca e navegacao,sem categoria,1,8,91
prompts_topico_eletrolux,eletrolux,ar condicionado electrolux inverter 12000 btus,google_ai_overview,especificacao produto,ar condicionado,1,6,91
prompts_topico_eletrolux,eletrolux,aqua pure,google_ai_overview,nao classificado,sem categoria,1,5,91
prompts_topico_eletrolux,eletrolux,ar condicionado electrolux 12000 btus,google_ai_overview,especificacao produto,ar condicionado,1,7,91
prompts_topico_eletrolux,eletrolux,purificador electrolux água gelada,google_ai_overview,nao classificado,purificador,1,12,91
prompts_topico_eletrolux,eletrolux,purificador de agua electrolux pe12b,google_ai_overview,nao classificado,purificador,1,10,91
prompts_topico_eletrolux,eletrolux,electrolux forno eletrico manual,google_ai_overview,manual e uso,coccao,1,10,91
prompts_topico_eletrolux,eletrolux,Eletro Sol Brasil,gemini,nao classificado,sem categoria,1,0,91
prompts_topico_eletrolux,eletrolux,Eletro Sol Brasil,chatgpt,nao classificado,sem categoria,1,17,91
prompts_topico_eletrolux,eletrolux,ar condicionado inverter 12000 btus electrolux,google_ai_overview,especificacao produto,ar condicionado,1,6,91
prompts_topico_eletrolux,eletrolux,máquina de lavar electrolux em promoção,google_ai_overview,nao classificado,lavanderia,1,8,91
prompts_topico_eletrolux,eletrolux,geladeira com freezer electrolux,google_ai_overview,nao classificado,geladeira,1,10,91
prompts_topico_eletrolux,eletrolux,parte de tras da geladeira electrolux,google_ai_overview,nao classificado,geladeira,1,3,91
